Date,Price,High,Low,Close**,Volume,Market Cap
27-5-2013,133.5,135.46,124.7,129.74,-,"1,495,520,000"
28-5-2013,129.77,130.58,125.6,129,-,"1,454,310,016"
29-5-2013,129.0,132.59,127.66,132.3,-,"1,446,189,952"
30-5-2013,132.25,132.25,127,128.8,-,"1,483,180,032"
31-5-2013,128.8,129.9,126.4,129,-,"1,445,049,984"
1-6-2013,128.82,129.78,127.2,129.3,-,"1,445,799,936"
2-6-2013,129.3,129.4,115.05,122.29,-,"1,451,929,984"
3-6-2013,122.5,122.5,116,122.22,-,"1,376,179,968"
4-6-2013,120.74,123.84,119.1,121.42,-,"1,357,020,032"
5-6-2013,121.4,123.47,119.9,121.65,-,"1,365,110,016"
6-6-2013,121.9,123.1,117.25,118,-,"1,371,299,968"
7-6-2013,118.97,119,106.42,111.5,-,"1,338,880,000"
8-6-2013,111.0,111.42,107.3,108.3,-,"1,249,629,952"
9-6-2013,107.89,108.99,88.5,100,-,"1,215,129,984"
10-6-2013,100.44,110.1,95,106.35,-,"1,131,570,048"
11-6-2013,106.35,109.6,104,108.9,-,"1,198,640,000"
12-6-2013,109.0,111.79,106.73,108.15,-,"1,228,999,936"
13-6-2013,108.78,110.3,100.53,104,-,"1,227,030,016"
14-6-2013,103.95,104.7,98,99.98,-,"1,173,059,968"
15-6-2013,100.0,103.7,98,99.99,-,"1,128,950,016"
16-6-2013,99.8,101.6,98.95,99.51,-,"1,127,120,000"
17-6-2013,99.9,102.21,99,101.7,-,"1,128,720,000"
18-6-2013,101.95,111.11,101.03,107.4,-,"1,152,249,984"
19-6-2013,107.05,110.22,105.75,108.25,-,"1,210,259,968"
20-6-2013,108.25,114.3,107.5,110.15,-,"1,224,210,048"
21-6-2013,111.29,114.99,107.68,109.5,-,"1,259,000,064"
22-6-2013,109.5,109.96,107.51,108.3,-,"1,239,209,984"
23-6-2013,108.2,108.8,106.23,107.6,-,"1,224,979,968"
24-6-2013,107.9,108.33,100.98,102.74,-,"1,222,029,952"
25-6-2013,102.09,106.47,101.01,103.95,-,"1,156,610,048"
26-6-2013,103.33,105.49,102.79,104,-,"1,171,049,984"
27-6-2013,104.0,104,101.1,101.44,-,"1,179,110,016"
28-6-2013,101.74,101.74,92.33,94.65,-,"1,153,880,064"
29-6-2013,94.66,99.99,93,94.99,-,"1,074,009,984"
30-6-2013,95.0,98.12,94.22,96.61,-,"1,078,259,968"
1-7-2013,97.51,97.66,86.3,88.05,-,"1,107,129,984"
2-7-2013,88.05,92.3,87.51,90.13,-,"1,000,070,016"
3-7-2013,90.4,90.98,76.98,77.53,-,"1,027,160,000"
4-7-2013,78.89,83.11,72,80.53,-,"896,692,992"
5-7-2013,79.99,80,65.53,68.43,-,"909,526,016"
6-7-2013,68.5,75,66.82,70.28,-,"779,254,976"
7-7-2013,68.75,74.56,66.62,74.56,-,"782,352,000"
8-7-2013,76.5,80,72.6,76.52,-,"870,912,000"
9-7-2013,76.0,78.3,72.52,76.69,-,"865,585,024"
10-7-2013,76.72,87,76.2,86.76,-,"874,137,984"
11-7-2013,88.0,90.28,85.08,88.98,-,"1,003,089,984"
12-7-2013,88.98,104,88.17,93.59,-,"1,014,640,000"
13-7-2013,93.99,98.25,88.06,98.13,-,"1,072,140,032"
14-7-2013,98.7,98.7,92.86,94.69,-,"1,126,259,968"
15-7-2013,93.61,101.9,93.11,98.4,-,"1,068,520,000"
16-7-2013,98.89,99.86,96.14,97.45,-,"1,129,260,032"
17-7-2013,96.71,99.97,96.18,98.5,-,"1,104,760,064"
18-7-2013,98.5,98.8,86.2,90.58,-,"1,125,660,032"
19-7-2013,90.07,95.2,87.8,92.17,-,"1,029,670,016"
20-7-2013,92.0,93.1,89.27,89.39,-,"1,052,140,032"
21-7-2013,89.82,91.95,88,90.76,-,"1,027,640,000"
22-7-2013,92.0,92,90.08,91.61,-,"1,053,000,000"
23-7-2013,91.6,96.82,91.6,95.56,-,"1,048,819,968"
24-7-2013,95.56,95.99,93,94.51,-,"1,094,489,984"
25-7-2013,94.5,97.33,93.87,96.9,-,"1,082,800,000"
26-7-2013,96.95,97.47,96,96.02,-,"1,111,160,064"
27-7-2013,96.02,97,93,94.12,-,"1,100,899,968"
28-7-2013,94.4,100.58,94,99.76,-,"1,082,749,952"
29-7-2013,98.6,102.5,98.46,101.2,-,"1,131,340,032"
30-7-2013,101.49,107.99,100.47,107.99,-,"1,164,940,032"
31-7-2013,107.95,111.34,103.88,106.09,-,"1,239,629,952"
1-8-2013,106.21,108,103.01,104,-,"1,220,189,952"
2-8-2013,104.86,108,101.21,104.5,-,"1,205,069,952"
3-8-2013,104.5,105.78,102,104,-,"1,201,490,048"
4-8-2013,104.95,105.95,103.52,105.14,-,"1,207,100,032"
5-8-2013,105.12,107.77,105,106.22,-,"1,209,520,000"
6-8-2013,106.72,107.38,105.56,106.75,-,"1,228,440,064"
7-8-2013,106.75,106.75,106.75,106.75,-,"1,229,100,032"
8-8-2013,106.75,106.75,101.26,103,-,"1,229,100,032"
9-8-2013,103.07,105.75,101.93,102.8,-,"1,187,920,000"
10-8-2013,102.8,103.9,102.41,103,-,"1,185,309,952"
11-8-2013,103.0,105.19,102.75,105,-,"1,188,150,016"
12-8-2013,105.0,108,103.5,106.64,-,"1,211,789,952"
13-8-2013,106.99,109.35,104.65,109,-,"1,235,340,032"
14-8-2013,109.56,115,108,112.56,-,"1,265,449,984"
15-8-2013,112.56,113.25,109,109.99,-,"1,300,659,968"
16-8-2013,110.0,112.3,108.52,108.99,-,"1,271,469,952"
17-8-2013,108.99,113.75,108.22,113.5,-,"1,260,349,952"
18-8-2013,112.75,114.69,112,113.5,-,"1,304,320,000"
19-8-2013,113.38,123.06,111.77,119,-,"1,312,160,000"
20-8-2013,119.0,123.01,117.51,121.21,-,"1,377,730,048"
21-8-2013,121.21,124.91,119.68,123.3,-,"1,403,890,048"
22-8-2013,123.3,123.5,120.6,121.15,-,"1,428,700,032"
23-8-2013,122.0,122,118.44,118.5,-,"1,414,290,048"
24-8-2013,118.51,121.39,118.02,120.04,-,"1,374,419,968"
25-8-2013,119.6,122.99,119.17,122.11,-,"1,387,640,064"
26-8-2013,122.11,122.75,119.93,120.06,-,"1,417,200,000"
27-8-2013,120.07,127.24,120.07,126.5,-,"1,394,009,984"
28-8-2013,126.48,127.32,122.62,122.62,-,"1,468,960,000"
29-8-2013,122.62,123.7,122.21,122.39,-,"1,424,679,936"
30-8-2013,122.35,135.75,120.99,133.49,-,"1,422,119,936"
31-8-2013,133.09,140.89,132.72,135.35,-,"1,547,640,064"
1-9-2013,135.14,145.81,134.81,138.34,-,"1,572,230,016"
2-9-2013,138.63,146.5,134.89,135.85,-,"1,613,600,000"
3-9-2013,135.61,138.34,133,136.77,-,"1,579,180,032"
4-9-2013,136.53,144.5,123.61,126.74,-,"1,590,550,016"
5-9-2013,126.76,131.44,121.83,126.43,-,"1,477,250,048"
6-9-2013,126.49,127.34,119.15,119.15,-,"1,474,669,952"
7-9-2013,118.89,125.94,118.46,124.15,-,"1,386,610,048"
8-9-2013,124.13,124.72,120.49,121.66,-,"1,448,179,968"
9-9-2013,121.86,129.06,119.75,127.11,-,"1,422,179,968"
10-9-2013,127.27,129.74,125.9,125.91,-,"1,485,959,936"
11-9-2013,125.89,137.83,123.27,135.25,-,"1,470,450,048"
12-9-2013,135.55,136.08,131.81,133.13,-,"1,583,960,064"
13-9-2013,132.83,137.58,132.27,134.98,-,"1,552,880,000"
14-9-2013,135.01,135.85,128.87,129.22,-,"1,579,049,984"
15-9-2013,129.4,131.44,128.26,130.37,-,"1,514,140,032"
16-9-2013,130.86,132.72,129.77,131.72,-,"1,531,820,032"
17-9-2013,131.59,132.76,124.89,131.66,-,"1,540,880,000"
18-9-2013,131.71,133.2,130.54,131.47,-,"1,542,870,016"
19-9-2013,131.37,131.77,128.45,129.65,-,"1,539,430,016"
20-9-2013,129.7,135.62,126.68,127.04,-,"1,520,470,016"
21-9-2013,126.95,128.61,126.24,127.43,-,"1,488,870,016"
22-9-2013,127.87,133.94,126.59,129.12,-,"1,500,259,968"
23-9-2013,128.98,132.73,125.66,125.95,-,"1,513,939,968"
24-9-2013,126.05,127.46,125.39,127.25,-,"1,480,210,048"
25-9-2013,127.38,129.69,127.33,128.22,-,"1,496,509,952"
26-9-2013,128.21,134.93,127.32,128.38,-,"1,506,919,936"
27-9-2013,128.94,134.74,128.49,133.78,-,"1,516,019,968"
28-9-2013,133.77,135.63,132.56,134.78,-,"1,573,400,064"
29-9-2013,134.9,140.61,134.71,137.34,-,"1,587,289,984"
30-9-2013,137.15,138.35,130.27,133,-,"1,614,349,952"
1-10-2013,132.68,134.63,131.55,132.18,-,"1,562,269,952"
2-10-2013,132.05,133.59,102.25,114.13,-,"1,555,469,952"
3-10-2013,114.45,123.63,111.82,123.63,-,"1,348,700,032"
4-10-2013,123.41,130.09,123.41,129.01,-,"1,454,899,968"
5-10-2013,128.63,130.44,128.03,128.55,-,"1,517,020,032"
6-10-2013,128.36,129.66,126.15,129,-,"1,514,540,032"
7-10-2013,129.43,130.27,126.36,126.94,-,"1,527,760,000"
8-10-2013,126.74,127.47,124.71,126,-,"1,496,499,968"
9-10-2013,125.85,131.75,125.58,130.69,-,"1,486,509,952"
10-10-2013,130.67,131.5,129.26,130.59,-,"1,544,019,968"
11-10-2013,130.75,131.81,129.64,130.9,-,"1,545,600,000"
12-10-2013,130.9,135.66,130.56,135.19,-,"1,547,970,048"
13-10-2013,135.19,138.66,134.55,138.13,-,"1,599,430,016"
14-10-2013,139.27,144.12,138.9,140.52,-,"1,648,470,016"
15-10-2013,140.77,145.39,139.13,145.24,-,"1,667,100,032"
16-10-2013,145.65,152.23,142.43,142.55,-,"1,725,840,000"
17-10-2013,142.41,147.42,142.41,146.25,-,"1,688,199,936"
18-10-2013,146.37,155.96,145.57,155.96,-,"1,735,750,016"
19-10-2013,155.91,177.48,155.7,172.42,-,"1,849,629,952"
20-10-2013,171.66,174.91,168.95,174.61,-,"2,037,440,000"
21-10-2013,174.8,184.82,174.8,182.21,-,"2,075,580,032"
22-10-2013,182.65,196.27,182.65,193.76,-,"2,169,750,016"
23-10-2013,193.36,213.62,192.38,213.62,-,"2,298,160,128"
24-10-2013,214.3,217.42,168.52,198.23,-,"2,548,229,888"
25-10-2013,197.69,198.87,168.5,186.69,-,"2,351,780,096"
26-10-2013,187.45,188.41,175.75,177.32,-,"2,231,069,952"
27-10-2013,176.6,196.44,176.6,196.44,-,"2,102,729,984"
28-10-2013,196.21,198.62,192.06,198.55,-,"2,337,100,032"
29-10-2013,198.55,204.79,198.55,204.39,-,"2,365,839,872"
30-10-2013,204.39,209.16,199.97,199.97,-,"2,436,239,872"
31-10-2013,199.83,205.18,198.85,204,-,"2,382,870,016"
1-11-2013,203.9,206.65,202.13,206.18,-,"2,432,470,016"
2-11-2013,205.81,207.76,201.65,206.22,-,"2,456,329,984"
3-11-2013,205.99,215.05,203.99,215.05,-,"2,459,520,000"
4-11-2013,214.66,231.01,213.94,229.1,-,"2,564,069,888"
5-11-2013,229.21,250.66,226.22,245.24,-,"2,738,980,096"
6-11-2013,244.78,263,244.78,262.5,-,"2,926,099,968"
7-11-2013,261.68,304.17,261.55,296.41,-,"3,129,189,888"
8-11-2013,297.85,338.66,296.93,338.11,-,"3,562,789,888"
9-11-2013,338.58,370.82,319.71,339.11,-,"4,051,120,128"
10-11-2013,348.82,350.7,277.24,326.62,-,"4,174,929,920"
11-11-2013,325.41,351.27,311.78,342.44,-,"3,896,130,048"
12-11-2013,343.06,362.81,342.8,360.33,-,"4,109,060,096"
13-11-2013,360.97,414.05,359.8,407.37,-,"4,325,400,064"
14-11-2013,406.41,425.9,395.19,420.2,-,"4,871,600,128"
15-11-2013,419.41,437.89,396.11,417.95,-,"5,029,340,160"
16-11-2013,417.28,450.26,415.57,440.22,-,"5,005,530,112"
17-11-2013,440.96,500.58,440.24,492.11,-,"5,291,729,920"
18-11-2013,496.58,703.78,494.94,703.56,-,"5,961,500,160"
19-11-2013,712.76,806.11,456.39,584.61,-,"8,559,549,952"
20-11-2013,577.98,599.65,448.45,590.83,-,"6,943,300,096"
21-11-2013,594.32,733.4,577.29,722.43,-,"7,142,029,824"
22-11-2013,724.07,780.85,668.13,771.44,-,"8,703,970,304"
23-11-2013,771.7,844.97,771.7,797.82,-,"9,279,850,496"
24-11-2013,795.63,807.36,722.87,774.25,-,"9,570,990,080"
25-11-2013,773.02,810.68,754.43,799.11,-,"9,302,269,952"
26-11-2013,805.73,928.54,800.8,928.1,-,"9,699,359,744"
27-11-2013,923.85,"1,001.96",891.68,"1,001.96",-,"11,124,899,840"
28-11-2013,1003.38,"1,077.56",962.17,"1,031.95",-,"12,087,000,064"
29-11-2013,1042.01,"1,146.97","1,000.64","1,131.97",-,"12,557,100,032"
30-11-2013,1129.37,"1,156.14","1,106.61","1,129.43",-,"13,614,699,520"
1-12-2013,1128.92,"1,133.08",801.82,955.85,-,"13,614,300,160"
2-12-2013,951.42,"1,055.42",938.41,"1,043.33",-,"11,478,299,648"
3-12-2013,1046.4,"1,096.00","1,011.21","1,078.28",-,"12,628,299,776"
4-12-2013,1077.58,"1,156.12","1,070.16","1,151.17",-,"13,009,999,872"
5-12-2013,1152.73,"1,154.36",897.11,"1,045.11",-,"13,922,299,904"
6-12-2013,1042.38,"1,042.38",829.45,829.45,-,"12,593,899,520"
7-12-2013,835.32,854.64,640.22,698.23,-,"10,096,600,064"
8-12-2013,697.31,802.51,670.88,795.87,-,"8,431,860,224"
9-12-2013,793.8,921.93,780.9,893.19,-,"9,602,480,128"
10-12-2013,892.32,997.23,892.32,988.51,-,"10,798,199,808"
11-12-2013,989.07,"1,001.58",834.23,878.48,-,"11,973,699,584"
12-12-2013,882.78,901.94,844.95,873.26,-,"10,690,599,936"
13-12-2013,874.98,941.79,860.05,892.58,-,"10,599,700,480"
14-12-2013,899.85,904.65,858.36,872.6,-,"10,904,899,584"
15-12-2013,875.29,886.16,825,876.12,-,"10,611,600,384"
16-12-2013,880.33,882.25,668.25,705.97,-,"10,676,599,808"
17-12-2013,706.37,754.83,630.88,682.12,-,"8,570,390,016"
18-12-2013,678.2,679.32,420.51,522.7,-,"8,232,039,936"
19-12-2013,519.06,707.23,502.89,691.96,-,"6,302,969,856"
20-12-2013,694.22,729.16,595.33,625.32,-,"8,433,869,824"
21-12-2013,619.9,654.27,579.17,605.66,-,"7,533,740,032"
22-12-2013,601.78,666.74,585.64,617.18,-,"7,315,939,840"
23-12-2013,613.06,680.91,611.04,673.41,-,"7,455,669,760"
24-12-2013,672.36,684.39,645.71,665.58,-,"8,179,729,920"
25-12-2013,666.31,682.7,649.48,682.21,-,"8,108,930,048"
26-12-2013,683.94,777.75,683.94,761.98,-,"8,326,269,952"
27-12-2013,763.28,777.51,713.6,735.07,"46,862,700","9,295,569,920"
28-12-2013,737.98,747.06,705.35,727.83,"32,505,800","8,990,850,048"
29-12-2013,728.05,748.61,714.44,745.05,"19,011,300","8,872,599,552"
30-12-2013,741.35,766.6,740.24,756.13,"20,707,700","9,036,999,680"
31-12-2013,760.32,760.58,738.17,754.01,"20,897,300","9,268,240,384"
1-1-2014,754.97,775.35,754.97,771.4,"22,489,400","9,203,030,016"
2-1-2014,773.44,820.31,767.21,802.39,"38,489,500","9,428,179,968"
3-1-2014,802.85,834.15,789.12,818.72,"37,810,100","9,786,680,320"
4-1-2014,823.27,859.51,801.67,859.51,"38,005,000","10,035,600,384"
5-1-2014,858.55,952.4,854.52,933.53,"72,898,496","10,465,699,840"
6-1-2014,936.05,"1,017.12",905.71,953.29,"85,565,696","11,410,400,256"
7-1-2014,946.49,965.74,802,802,"81,311,696","11,571,399,680"
8-1-2014,795.99,870.68,776.18,842.72,"74,175,600","9,734,800,384"
9-1-2014,841.47,864.36,804.14,846.86,"59,998,600","10,295,100,416"
10-1-2014,846.69,871.19,822.6,868.48,"31,876,800","10,363,299,840"
11-1-2014,867.32,921.48,861.72,913.95,"44,754,200","10,619,899,904"
12-1-2014,919.6,928.52,851.17,863.22,"39,623,500","11,264,799,744"
13-1-2014,860.19,861.29,806.05,841.2,"45,580,900","10,541,500,416"
14-1-2014,843.17,855.69,825.66,833.27,"20,829,800","10,336,499,712"
15-1-2014,833.12,872.81,830.86,860.9,"28,107,200","10,216,699,904"
16-1-2014,860.29,866.16,835.63,835.63,"19,149,300","10,553,799,680"
17-1-2014,834.49,842.91,797.63,814.64,"39,031,700","10,241,200,128"
18-1-2014,816.07,841.49,816.07,840,"18,052,700","10,018,199,552"
19-1-2014,839.66,870.96,825.53,870.96,"24,365,700","10,311,499,776"
20-1-2014,871.39,886.39,853.87,870.2,"27,652,700","10,704,799,744"
21-1-2014,869.65,881.2,855.93,863.91,"18,997,300","10,687,699,968"
22-1-2014,867.21,870.15,837.36,845.59,"18,453,700","10,661,399,552"
23-1-2014,845.46,851.57,819.32,822.04,"15,607,100","10,398,000,128"
24-1-2014,822.43,822.43,783.58,797.07,"34,912,000","10,118,400,000"
25-1-2014,796.24,861.45,792.96,853.61,"24,303,900","9,799,919,616"
26-1-2014,853.68,897.02,844.86,885.28,"32,224,300","10,510,399,488"
27-1-2014,884.6,893,757.11,771.39,"49,233,600","10,894,399,488"
28-1-2014,774.02,832.5,766.98,812.51,"44,875,500","9,535,949,824"
29-1-2014,809.96,836.87,809.85,826,"17,984,400","9,981,849,600"
30-1-2014,826.02,830.5,799.06,819.03,"29,918,200","10,182,899,712"
31-1-2014,818.43,831.87,812.6,829.92,"17,107,900","10,092,900,352"
1-2-2014,828.61,853.52,827.11,832.58,"19,668,700","10,222,300,160"
2-2-2014,832.9,844.72,820.67,825.37,"11,300,900","10,279,199,744"
3-2-2014,824.08,826.48,807.22,823.83,"13,940,100","10,174,100,480"
4-2-2014,823.77,840.17,820.94,827.96,"16,609,700","10,174,000,128"
5-2-2014,829.96,837.32,811.91,811.91,"22,395,100","10,254,100,480"
6-2-2014,815.59,819.81,770.59,781.55,"50,108,700","10,079,899,648"
7-2-2014,783.2,783.2,654.35,712.4,"113,643,000","9,683,189,760"
8-2-2014,699.57,721.82,661.87,673.92,"38,742,600","8,651,929,600"
9-2-2014,671.46,712.27,655.25,682.9,"39,311,400","8,307,339,776"
10-2-2014,681.32,703.71,550.5,681.03,"112,758,000","8,431,680,000"
11-2-2014,683.5,712.46,636.66,672.17,"72,745,200","8,461,320,192"
12-2-2014,672.38,672.9,643.04,651.72,"25,367,600","8,326,419,968"
13-2-2014,651.08,657.99,601.91,605.24,"38,588,100","8,065,549,824"
14-2-2014,601.17,691.72,541.04,661.99,"102,506,000","7,449,939,968"
15-2-2014,660.9,661.84,632.84,650.92,"26,709,200","8,193,290,240"
16-2-2014,651.3,665.1,584.17,616.63,"40,061,700","8,077,340,160"
17-2-2014,614.23,656.95,607.31,626.27,"31,948,400","7,620,579,840"
18-2-2014,627.16,645.76,612.54,626.6,"20,015,100","7,783,430,144"
19-2-2014,625.97,631.77,618.7,623.03,"13,897,800","7,771,210,240"
20-2-2014,623.09,627.73,556.14,556.14,"46,905,000","7,738,579,968"
21-2-2014,556.88,582.96,530.47,574.16,"47,308,100","6,918,730,240"
22-2-2014,574.24,614.48,558.58,605.42,"31,254,000","7,136,600,064"
23-2-2014,606.47,639.91,599.7,605.82,"31,434,400","7,539,890,176"
24-2-2014,606.04,607.61,538.7,546.32,"57,893,900","7,537,079,808"
25-2-2014,540.24,541.38,420.41,538.71,"126,314,000","6,721,330,176"
26-2-2014,537.04,603.8,532.58,582.69,"64,642,700","6,683,679,744"
27-2-2014,581.65,594.05,566.62,578.77,"25,540,800","7,241,560,064"
28-2-2014,579.7,584.14,545.17,549.26,"28,076,100","7,219,990,016"
1-3-2014,549.92,573.38,539.29,565.61,"18,668,100","6,851,590,144"
2-3-2014,567.23,570.48,553.27,559.79,"7,950,760","7,069,289,984"
3-3-2014,562.56,702.91,560.52,667.76,"96,056,896","7,013,060,096"
4-3-2014,668.24,696.22,655.68,666.78,"55,344,600","8,332,950,016"
5-3-2014,666.24,674.28,646.28,665.51,"22,461,900","8,310,510,080"
6-3-2014,664.52,669.77,649.79,663.86,"16,068,100","8,291,650,048"
7-3-2014,664.31,665.34,616.35,629.15,"34,150,800","8,291,899,904"
8-3-2014,629.66,635.14,604.46,617.45,"18,654,200","7,862,009,856"
9-3-2014,616.31,643.95,612.35,636.96,"15,396,500","7,697,909,760"
10-3-2014,636.33,644.76,615.02,627.79,"20,639,800","7,950,819,840"
11-3-2014,627.95,638.42,618.84,634.11,"11,732,500","7,848,450,048"
12-3-2014,631.91,648.03,629.51,632.1,"18,621,200","7,900,599,808"
13-3-2014,633.62,644.2,630.85,638.14,"11,634,900","7,924,859,904"
14-3-2014,638.14,639.53,627.21,628.8,"11,913,800","7,983,980,032"
15-3-2014,629.37,639.14,627.3,636.12,"4,342,080","7,876,360,192"
16-3-2014,636.5,637.52,628.11,631.11,"5,277,290","7,968,200,192"
17-3-2014,630.92,632.68,616.85,622.37,"14,648,200","7,901,040,128"
18-3-2014,621.84,622.39,603.8,614.83,"24,011,500","7,789,810,176"
19-3-2014,613.9,622,609.1,609.89,"14,228,900","7,692,449,792"
20-3-2014,609.74,609.74,587.49,588.77,"20,572,900","7,642,910,208"
21-3-2014,588.29,604.59,561.81,571.49,"38,414,100","7,376,710,144"
22-3-2014,571.18,572.55,554.39,565.04,"17,360,700","7,164,769,792"
23-3-2014,565.76,570.24,560.88,561.27,"9,288,400","7,099,230,208"
24-3-2014,562.51,586.56,551.77,583.41,"22,706,900","7,061,380,096"
25-3-2014,585.03,585.44,572.6,583.92,"14,020,100","7,346,809,856"
26-3-2014,583.48,590.03,570.96,580.83,"16,401,100","7,329,719,808"
27-3-2014,580.26,580.56,471.24,471.24,"62,225,400","7,291,520,000"
28-3-2014,477.14,526.02,473.23,495.67,"58,828,300","5,997,850,112"
29-3-2014,501.71,504.86,489.73,491.17,"11,147,100","6,308,890,112"
30-3-2014,492.37,492.37,444.18,460.27,"42,958,300","6,193,560,064"
31-3-2014,462.3,483.02,443.36,457,"28,254,000","5,816,909,824"
1-4-2014,457.0,495.34,457,478.38,"35,685,800","5,752,280,064"
2-4-2014,479.14,495.05,431.27,437.14,"49,647,600","6,032,970,240"
3-4-2014,436.44,449.57,414.89,444.72,"40,765,500","5,497,549,824"
4-4-2014,445.66,454.65,429.09,447.53,"22,925,500","5,615,980,032"
5-4-2014,446.67,463.57,444.2,461.91,"13,404,500","5,630,889,984"
6-4-2014,463.4,466.32,452.97,460.5,"10,241,400","5,843,670,016"
7-4-2014,461.47,462.56,445.12,449.42,"15,616,600","5,821,159,936"
8-4-2014,447.61,457.42,446.11,453.09,"10,921,600","5,648,000,000"
9-4-2014,453.18,455.73,441.93,442.73,"13,204,400","5,719,730,176"
10-4-2014,442.26,443.37,358.73,365.18,"55,868,300","5,583,669,760"
11-4-2014,363.71,429.77,351.27,420.95,"62,562,800","4,593,399,808"
12-4-2014,420.89,439.61,415.79,421.12,"19,226,500","5,317,309,952"
13-4-2014,421.46,427.4,395.25,414.06,"22,493,500","5,326,230,016"
14-4-2014,414.83,469.75,407.37,458.79,"50,730,200","5,244,349,952"
15-4-2014,458.37,519,453.54,515.59,"49,561,000","5,797,069,824"
16-4-2014,522.18,542.38,502.78,527.4,"56,480,100","6,606,459,904"
17-4-2014,529.07,533.52,484.87,495.96,"34,025,500","6,695,649,792"
18-4-2014,495.8,498.6,472.74,479.64,"19,042,400","6,276,700,160"
19-4-2014,479.58,503.55,470.56,501.57,"19,588,200","6,073,339,904"
20-4-2014,501.75,510.87,490.84,498.17,"12,103,100","6,356,069,888"
21-4-2014,497.74,510.57,493.2,495.77,"15,171,400","6,307,460,096"
22-4-2014,495.45,503.22,487.58,487.92,"11,670,900","6,280,640,000"
23-4-2014,488.36,493.25,485.82,491.3,"9,814,530","6,192,560,128"
24-4-2014,490.83,500.46,482.95,500.46,"13,009,400","6,225,860,096"
25-4-2014,500.09,500.3,442.95,461.45,"46,856,500","6,345,229,824"
26-4-2014,461.7,464.54,449.1,458.6,"12,214,600","5,860,329,984"
27-4-2014,457.24,459.33,436.39,436.39,"10,949,500","5,805,530,112"
28-4-2014,430.72,447.53,422.94,440.29,"23,876,600","5,470,649,856"
29-4-2014,439.98,451.64,435.18,447.21,"16,401,400","5,590,029,824"
30-4-2014,446.89,451.1,436.7,447.64,"15,244,900","5,679,680,000"
1-5-2014,447.63,460.61,447.63,457.76,"12,871,800","5,690,670,080"
2-5-2014,457.36,457.93,443.4,449.38,"10,394,200","5,816,390,144"
3-5-2014,449.4,449.4,430.68,437.76,"9,849,640","5,716,960,256"
4-5-2014,438.52,439.77,430.05,436.4,"5,621,260","5,580,029,952"
5-5-2014,434.78,440.97,427.62,433.48,"10,004,800","5,534,139,904"
6-5-2014,433.36,448.04,423.25,428.96,"12,507,300","5,517,459,968"
7-5-2014,429.34,446.13,428.45,438.82,"18,332,200","5,468,310,016"
8-5-2014,438.68,448.4,438.14,440.17,"9,446,580","5,588,989,952"
9-5-2014,440.18,452.69,440.14,449.46,"10,347,900","5,609,930,240"
10-5-2014,450.46,455.77,448.47,454.43,"6,682,600","5,742,830,080"
11-5-2014,453.92,455.34,433.4,438.89,"12,251,700","5,789,009,920"
12-5-2014,438.3,442.26,434.23,441.46,"7,383,770","5,591,520,256"
13-5-2014,441.53,441.98,436.97,440.67,"7,682,670","5,634,509,824"
14-5-2014,440.59,446.66,440.5,443.97,"9,472,960","5,624,309,760"
15-5-2014,444.14,449.8,443.63,447.25,"7,362,980","5,671,209,984"
16-5-2014,447.39,450.66,444.96,448.06,"6,475,100","5,714,639,872"
17-5-2014,448.12,451.98,447.3,448.9,"2,945,790","5,725,989,888"
18-5-2014,448.7,449.77,444.78,446.26,"2,857,830","5,735,399,936"
19-5-2014,446.08,447.55,443.1,446.18,"6,242,620","5,703,759,872"
20-5-2014,446.3,491.44,446.01,485.72,"40,327,500","5,708,559,872"
21-5-2014,485.8,494.37,483.49,491.77,"14,626,000","6,215,880,192"
22-5-2014,492.05,525.36,490.19,524.58,"33,086,500","6,297,990,144"
23-5-2014,525.72,541.96,520.08,520.22,"34,934,700","6,731,160,064"
24-5-2014,521.05,525.17,516.28,525.14,"11,499,300","6,673,600,000"
25-5-2014,525.23,576.48,525.23,571.59,"47,010,300","6,729,119,744"
26-5-2014,571.39,588.39,565.33,583.42,"29,959,800","7,322,869,760"
27-5-2014,582.59,589.52,554.43,571.24,"38,032,000","7,468,619,776"
28-5-2014,571.91,578.62,564.09,577.06,"19,289,000","7,333,770,240"
29-5-2014,576.33,577.1,561.6,568.18,"18,707,800","7,392,820,224"
30-5-2014,568.18,618.46,568.16,615.33,"31,985,400","7,290,240,000"
31-5-2014,615.69,624.72,604.47,623.68,"15,107,100","7,902,400,000"
1-6-2014,623.69,671.51,619.91,630.23,"45,259,100","8,007,450,112"
2-6-2014,629.65,665.5,618.74,660.62,"45,450,200","8,086,629,888"
3-6-2014,660.55,674.11,650.78,667.6,"40,653,700","8,486,730,240"
4-6-2014,666.77,668.56,624.09,641.61,"37,731,500","8,569,659,904"
5-6-2014,641.07,663.53,640.09,659.26,"29,621,300","8,242,229,760"
6-6-2014,659.28,661.37,652.3,653.7,"18,680,100","8,478,870,016"
7-6-2014,653.52,656.94,644.91,654.97,"15,855,300","8,407,050,240"
8-6-2014,654.99,658.88,653.47,656.14,"8,614,190","8,428,530,176"
9-6-2014,655.64,657.7,644.39,649.16,"19,065,400","8,439,070,208"
10-6-2014,650.04,659.61,646.56,653.15,"17,913,400","8,369,549,824"
11-6-2014,653.19,657.04,632.55,633.02,"25,163,800","8,412,780,032"
