Date,Price,High,Low,Close**,Volume,Market Cap
12-6-2014,633.43,638.11,573.27,586.95,"50,818,800","8,160,589,824"
13-6-2014,585.7,615.14,585.7,600.16,"35,700,700","7,548,170,240"
14-6-2014,600.75,601.27,549.82,577.36,"38,481,200","7,744,580,096"
15-6-2014,575.93,592.94,554.89,592.94,"23,580,900","7,427,200,000"
16-6-2014,592.65,608.72,587.07,592.19,"28,677,500","7,645,649,920"
17-6-2014,591.59,610.89,590.4,610.86,"18,597,300","7,634,710,016"
18-6-2014,609.77,615.88,604.4,607.96,"17,862,000","7,872,150,016"
19-6-2014,608.07,612.24,597.02,598.07,"12,803,800","7,852,649,984"
20-6-2014,597.4,599.75,587.76,594.15,"18,134,100","7,717,369,856"
21-6-2014,593.68,599.46,587.74,594.99,"9,256,290","7,672,030,208"
22-6-2014,595.9,606,594.63,602.27,"10,877,700","7,703,560,192"
23-6-2014,602.16,603.21,586.34,593.98,"14,053,800","7,787,160,064"
24-6-2014,593.97,596.97,582.36,582.36,"14,144,900","7,683,850,240"
25-6-2014,581.81,583.6,565.63,566.34,"20,687,700","7,529,260,032"
26-6-2014,566.14,581.63,564.73,581.14,"14,655,900","7,329,110,016"
27-6-2014,581.3,600.12,579.89,597.26,"20,814,600","7,527,839,744"
28-6-2014,599.08,604.47,595.92,596.55,"13,398,100","7,761,630,208"
29-6-2014,596.33,604.08,596.16,602.72,"8,897,470","7,728,189,952"
30-6-2014,602.62,645.16,599.88,639.8,"46,422,400","7,812,049,920"
1-7-2014,641.39,657.86,640.11,640.81,"38,446,300","8,316,769,792"
2-7-2014,641.04,656.68,638.34,650.88,"25,768,200","8,314,310,144"
3-7-2014,650.77,650.77,641.3,645.16,"18,949,000","8,442,769,920"
4-7-2014,644.65,648.43,629.4,630.69,"22,237,200","8,365,570,048"
5-7-2014,629.95,633.22,628,631.46,"9,105,940","8,177,489,920"
6-7-2014,631.77,638.65,631.16,635.81,"10,080,000","8,203,530,240"
7-7-2014,635.46,637.16,617.01,624.09,"17,813,600","8,253,709,824"
8-7-2014,622.57,626.7,620.91,624.82,"10,005,500","8,088,589,824"
9-7-2014,625.22,627,622.6,624.51,"9,819,150","8,125,369,856"
10-7-2014,624.83,626.12,612.35,616.76,"15,880,700","8,122,829,824"
11-7-2014,616.66,632.09,615.77,632,"16,467,100","8,018,999,808"
12-7-2014,631.88,636.66,626.98,633.71,"13,329,000","8,219,369,984"
13-7-2014,634.22,634.73,624.91,626.5,"11,291,000","8,252,239,872"
14-7-2014,626.56,627.34,617.32,619.32,"12,706,800","8,155,140,096"
15-7-2014,620.0,625.14,619.64,621.59,"10,873,200","8,071,770,112"
16-7-2014,622.01,623.09,615.33,616.8,"13,182,400","8,100,510,208"
17-7-2014,616.54,626.29,608.4,623.09,"16,576,700","8,031,439,872"
18-7-2014,622.37,629.21,620.47,628.78,"14,158,100","8,110,060,032"
19-7-2014,629.17,629.17,624.6,628.52,"7,222,030","8,201,339,904"
20-7-2014,628.56,628.56,622.78,623.9,"5,760,120","8,196,210,176"
21-7-2014,623.95,624.09,619.11,622.21,"10,711,900","8,138,520,064"
22-7-2014,622.27,624.3,620.96,621.55,"9,602,880","8,119,059,968"
23-7-2014,621.12,624.43,618.29,619.41,"11,056,600","8,106,259,968"
24-7-2014,619.5,620.43,595.57,601.73,"20,917,200","8,087,289,856"
25-7-2014,601.51,607.07,597.23,601.09,"12,279,500","7,854,660,096"
26-7-2014,601.54,602.09,593.96,595.81,"10,752,900","7,857,509,888"
27-7-2014,595.67,598.94,593.43,593.85,"7,774,230","7,782,830,080"
28-7-2014,594.14,594.57,575.18,585.69,"19,316,400","7,765,040,128"
29-7-2014,585.55,588.39,581.7,584.72,"11,275,400","7,655,040,000"
30-7-2014,584.74,585.12,564.9,567.29,"14,898,800","7,646,629,888"
31-7-2014,567.37,586.23,564.51,586.23,"22,467,900","7,421,870,080"
1-8-2014,586.2,597.92,583.63,594.92,"18,215,900","7,670,499,840"
2-8-2014,594.9,594.91,586.16,589.33,"8,359,080","7,786,619,904"
3-8-2014,588.89,589.15,581.65,586.67,"9,917,990","7,710,419,968"
4-8-2014,586.23,591.95,583.74,588.78,"9,867,570","7,677,850,112"
5-8-2014,589.01,589.86,584.1,585.44,"10,790,800","7,716,120,064"
6-8-2014,585.95,587.49,583.1,584.65,"14,497,900","7,678,040,064"
7-8-2014,584.65,591.1,584.05,588.87,"11,131,400","7,663,289,856"
8-8-2014,588.88,598.12,588.79,592.58,"11,072,000","7,721,090,048"
9-8-2014,592.47,592.47,587.63,589.37,"7,922,070","7,770,549,760"
10-8-2014,589.17,594.46,587.94,591.06,"7,555,310","7,729,999,872"
11-8-2014,591.28,591.51,574.05,576.37,"14,764,200","7,760,289,792"
12-8-2014,576.51,576.95,566.59,569.64,"13,978,200","7,569,070,080"
13-8-2014,570.38,573.03,532.67,546.66,"25,777,500","7,490,990,080"
14-8-2014,546.18,546.24,498.73,505.97,"35,803,900","7,175,190,016"
15-8-2014,511.14,518.18,487.93,497.01,"25,598,300","6,717,150,208"
16-8-2014,497.83,521.47,487.74,519.71,"22,832,500","6,544,249,856"
17-8-2014,519.14,520.19,483.63,491.8,"24,300,900","6,826,520,064"
18-8-2014,491.51,499.37,443.85,461.46,"50,783,800","6,465,209,856"
19-8-2014,461.48,485.71,455.54,485.24,"38,422,400","6,072,520,192"
20-8-2014,485.07,518.28,467.51,511.98,"46,527,600","6,385,229,824"
21-8-2014,510.45,531.9,510.45,517.24,"49,444,200","6,721,410,048"
22-8-2014,517.58,521.48,501.27,514.04,"36,563,900","6,817,460,224"
23-8-2014,513.39,514.3,492.11,498.08,"25,171,900","6,764,340,224"
24-8-2014,498.29,512.89,497.35,508.29,"19,441,700","6,567,300,096"
25-8-2014,508.22,508.22,499.23,502.5,"18,356,700","6,700,089,856"
26-8-2014,502.54,512.69,502.54,511.57,"23,235,100","6,626,970,112"
27-8-2014,512.19,520.71,510.92,511.15,"22,648,500","6,756,340,224"
28-8-2014,510.88,516.16,506.88,507.82,"19,862,000","6,741,320,192"
29-8-2014,508.42,511.7,503.82,508.52,"17,624,800","6,711,079,936"
30-8-2014,508.59,509.31,501.64,504.25,"9,424,070","6,715,420,160"
31-8-2014,502.9,504.88,474.81,477.76,"44,632,300","6,642,630,144"
1-9-2014,477.79,485.31,471.91,474.88,"20,432,000","6,313,119,744"
2-9-2014,474.48,482.99,472.32,477.43,"23,337,900","6,270,969,856"
3-9-2014,476.87,481.71,476.21,477.59,"13,342,200","6,304,370,176"
4-9-2014,477.68,493.93,477.09,489.66,"26,081,400","6,317,100,032"
5-9-2014,489.67,490.64,481.61,483.34,"15,302,500","6,477,530,112"
6-9-2014,483.34,488.6,483,484.83,"10,601,400","6,395,630,080"
7-9-2014,485.13,488.07,482.28,482.28,"8,994,050","6,421,459,968"
8-9-2014,481.81,489.83,468.79,474.6,"30,238,000","6,379,409,920"
9-9-2014,474.88,477.38,467.78,475.26,"21,447,800","6,289,350,144"
10-9-2014,475.48,487.47,475.14,479.36,"22,787,800","6,299,069,952"
11-9-2014,479.62,482.35,474.61,479.75,"16,852,900","6,355,700,224"
12-9-2014,479.58,479.63,473.01,477.75,"15,437,200","6,357,289,984"
13-9-2014,477.79,482.12,475.1,479,"15,588,000","6,335,399,936"
14-9-2014,479.12,479.85,476.12,477.89,"13,105,500","6,355,140,096"
15-9-2014,477.77,478.62,474.02,475.37,"15,345,200","6,339,089,920"
16-9-2014,474.86,475.64,465.13,466.06,"16,797,300","6,302,439,936"
17-9-2014,465.86,468.17,452.42,457.33,"21,056,800","6,185,010,176"
18-9-2014,456.86,456.86,413.1,424.44,"34,483,200","6,067,610,112"
19-9-2014,424.1,427.83,384.53,394.8,"37,919,700","5,634,440,192"
20-9-2014,394.67,423.3,389.88,408.9,"36,863,600","5,245,150,208"
21-9-2014,408.08,412.43,393.18,398.82,"26,580,100","5,425,180,160"
22-9-2014,399.1,406.92,397.13,402.15,"24,127,600","5,307,360,256"
23-9-2014,402.09,441.56,396.2,435.79,"45,099,500","5,348,839,936"
24-9-2014,435.75,436.11,421.13,423.2,"30,627,700","5,798,219,776"
25-9-2014,423.16,423.52,409.47,411.57,"26,814,400","5,632,260,096"
26-9-2014,411.43,414.94,400.01,404.42,"21,460,800","5,477,969,920"
27-9-2014,403.56,406.62,397.37,399.52,"15,029,300","5,374,499,840"
28-9-2014,399.47,401.02,374.33,377.18,"23,613,300","5,321,419,776"
29-9-2014,376.93,385.21,372.24,375.47,"32,497,700","5,022,360,064"
30-9-2014,376.09,390.98,373.44,386.94,"34,707,300","5,012,449,792"
1-10-2014,387.43,391.38,380.78,383.61,"26,229,400","5,165,060,096"
2-10-2014,383.99,385.5,372.95,375.07,"21,777,700","5,120,699,904"
3-10-2014,375.18,377.7,357.86,359.51,"30,901,200","5,004,539,904"
4-10-2014,359.89,364.49,325.89,328.87,"47,236,500","4,801,920,000"
5-10-2014,328.92,341.8,289.3,320.51,"83,308,096","4,389,890,048"
6-10-2014,320.39,345.13,302.56,330.08,"79,011,800","4,277,430,016"
7-10-2014,330.58,339.25,320.48,336.19,"49,199,900","4,414,879,744"
8-10-2014,336.12,354.36,327.19,352.94,"54,736,300","4,489,869,824"
9-10-2014,352.75,382.73,347.69,365.03,"83,641,104","4,713,319,936"
10-10-2014,364.69,375.07,352.96,361.56,"43,665,700","4,874,189,824"
11-10-2014,361.36,367.19,355.95,362.3,"13,345,200","4,831,159,808"
12-10-2014,362.61,379.43,356.14,378.55,"17,552,800","4,849,070,080"
13-10-2014,377.92,397.23,368.9,390.41,"35,221,400","5,055,289,856"
14-10-2014,391.69,411.7,391.32,400.87,"38,491,500","5,241,030,144"
15-10-2014,400.95,402.23,388.77,394.77,"25,267,100","5,366,289,920"
16-10-2014,394.52,398.81,373.07,382.56,"26,990,000","5,281,630,208"
17-10-2014,382.76,385.48,375.39,383.76,"13,600,700","5,125,579,776"
18-10-2014,383.98,395.16,378.97,391.44,"11,416,800","5,143,260,160"
19-10-2014,391.25,393.94,386.46,389.55,"5,914,570","5,242,370,048"
20-10-2014,389.23,390.08,378.25,382.85,"16,419,000","5,216,560,128"
21-10-2014,382.42,392.65,380.83,386.48,"14,188,900","5,126,589,952"
22-10-2014,386.12,388.58,382.25,383.16,"11,641,300","5,177,639,936"
23-10-2014,382.96,385.05,356.45,358.42,"26,456,900","5,136,829,952"
24-10-2014,358.59,364.35,353.3,358.35,"15,585,700","4,811,290,112"
25-10-2014,358.61,359.86,342.88,347.27,"18,127,500","4,812,989,952"
26-10-2014,347.49,359.22,343.93,354.7,"11,272,500","4,665,039,872"
27-10-2014,354.78,358.63,349.81,352.99,"13,033,000","4,764,020,224"
28-10-2014,353.21,359.98,352.68,357.62,"7,845,880","4,744,450,048"
29-10-2014,357.09,357.83,335.34,335.59,"18,192,700","4,797,700,096"
30-10-2014,335.71,350.91,335.07,345.3,"30,177,900","4,511,759,872"
31-10-2014,345.01,348.05,337.14,338.32,"12,545,400","4,638,210,048"
1-11-2014,338.65,340.53,321.05,325.75,"16,677,200","4,554,319,872"
2-11-2014,326.08,329.05,320.63,325.89,"8,603,620","4,386,500,096"
3-11-2014,325.57,334,325.48,327.55,"12,948,500","4,380,950,016"
4-11-2014,327.16,331.77,325.08,330.49,"15,655,500","4,403,749,888"
5-11-2014,330.68,343.37,330.68,339.49,"19,817,200","4,452,510,208"
6-11-2014,339.46,352.97,338.42,349.29,"18,797,000","4,571,829,760"
7-11-2014,349.82,352.73,341.78,342.42,"16,834,200","4,712,699,904"
8-11-2014,342.15,347.03,342.15,345.49,"8,535,470","4,610,749,952"
9-11-2014,345.38,363.63,344.26,363.26,"24,205,600","4,655,479,808"
10-11-2014,362.27,374.82,357.56,366.92,"30,450,100","4,884,490,240"
11-11-2014,365.86,371.31,363.73,367.7,"15,838,900","4,934,269,952"
12-11-2014,367.98,429.72,367.98,423.56,"45,783,200","4,964,149,760"
13-11-2014,427.27,457.09,401.12,420.73,"58,945,000","5,765,519,872"
14-11-2014,418.42,419.25,384.79,397.82,"29,589,200","5,647,540,224"
15-11-2014,399.65,405.53,371.01,376.13,"15,727,500","5,395,769,856"
16-11-2014,374.73,390.8,374.6,387.88,"11,905,600","5,060,639,744"
17-11-2014,388.35,410.2,377.5,387.41,"41,518,800","5,246,000,128"
18-11-2014,387.79,392.4,371.12,375.2,"32,222,500","5,239,790,080"
19-11-2014,373.9,386.48,373.9,380.55,"18,931,800","5,053,559,808"
20-11-2014,380.31,382.02,356.78,357.84,"25,233,200","5,141,550,080"
21-11-2014,357.88,357.88,344.11,350.85,"29,850,100","4,839,569,920"
22-11-2014,351.6,364.84,350.88,352.92,"15,273,000","4,755,829,760"
23-11-2014,353.17,370.85,353.17,367.57,"15,151,600","4,778,440,192"
24-11-2014,366.95,387.21,366.67,376.9,"30,930,100","4,966,080,000"
25-11-2014,376.89,394.7,374.78,375.35,"25,442,200","5,101,969,920"
26-11-2014,376.02,377.7,365.82,368.37,"18,601,700","5,091,480,064"
27-11-2014,370.5,373.99,368.28,369.67,"8,748,030","5,018,039,808"
28-11-2014,369.37,382.84,358.45,376.45,"22,946,500","5,004,049,920"
29-11-2014,376.15,387.6,372.14,375.49,"15,375,600","5,097,280,000"
30-11-2014,375.51,382.53,373.31,378.05,"9,194,440","5,090,059,776"
1-12-2014,378.25,383.66,376.67,379.24,"11,763,000","5,128,699,904"
2-12-2014,379.25,384.04,377.86,381.32,"12,364,100","5,143,499,776"
3-12-2014,381.72,383.03,374.35,375.01,"13,340,100","5,178,449,920"
4-12-2014,375.72,378.65,367.76,369.6,"14,529,600","5,098,100,224"
5-12-2014,369.44,379.19,365.76,376.85,"15,181,800","5,014,289,920"
6-12-2014,376.76,378.45,370.95,374.79,"7,009,320","5,115,039,744"
7-12-2014,374.84,376.29,373.27,375.1,"6,491,650","5,090,240,000"
8-12-2014,374.96,376.03,361.89,361.91,"18,898,700","5,093,179,904"
9-12-2014,361.89,363.07,344.95,352.22,"32,915,500","4,917,109,760"
10-12-2014,352.2,352.38,346.36,346.36,"16,427,700","4,786,699,776"
11-12-2014,344.34,361.36,338.76,350.51,"32,431,300","4,681,039,872"
12-12-2014,350.83,352.98,349.29,352.54,"16,989,800","4,770,619,904"
13-12-2014,352.38,352.38,346.59,347.38,"11,675,900","4,792,869,888"
14-12-2014,346.73,353.32,345.42,351.63,"12,415,200","4,717,270,016"
15-12-2014,351.36,351.82,344.93,345.35,"17,264,200","4,781,559,808"
16-12-2014,345.67,345.86,327.06,327.06,"30,864,900","4,705,370,112"
17-12-2014,326.86,333.95,315.15,319.78,"37,567,900","4,450,379,776"
18-12-2014,319.79,323.71,304.23,311.4,"39,173,000","4,355,140,096"
19-12-2014,311.18,318.53,306.77,317.84,"23,823,100","4,238,929,920"
20-12-2014,317.62,330.33,316.04,329.96,"20,856,700","4,327,750,144"
21-12-2014,329.54,329.63,318.9,320.84,"15,207,600","4,491,319,808"
22-12-2014,321.07,334.12,320.42,331.89,"22,315,100","4,376,889,856"
23-12-2014,332.02,336.29,329.6,334.57,"16,574,200","4,527,490,048"
24-12-2014,334.39,334.74,321.36,322.53,"15,092,300","4,561,039,872"
25-12-2014,322.29,322.67,316.96,319.01,"9,883,640","4,397,250,048"
26-12-2014,319.15,331.42,316.63,327.92,"16,410,500","4,355,749,888"
27-12-2014,327.58,328.91,312.63,315.86,"15,185,200","4,472,050,176"
28-12-2014,316.16,320.03,311.08,317.24,"11,676,600","4,317,320,192"
29-12-2014,317.7,320.27,312.31,312.67,"12,302,500","4,339,700,224"
30-12-2014,312.72,314.81,309.37,310.74,"12,528,300","4,272,940,032"
31-12-2014,310.91,320.19,310.21,320.19,"13,942,900","4,249,479,936"
1-1-2015,320.43,320.43,314,314.25,"8,036,550","4,380,819,968"
2-1-2015,314.08,315.84,313.57,315.03,"7,860,650","4,295,209,984"
3-1-2015,314.85,315.15,281.08,281.08,"33,054,400","4,307,010,048"
4-1-2015,281.15,287.23,257.61,264.2,"55,629,100","3,847,150,080"
5-1-2015,265.08,278.34,265.08,274.47,"43,962,800","3,628,489,984"
6-1-2015,274.61,287.55,272.7,286.19,"23,245,700","3,759,970,048"
7-1-2015,286.08,298.75,283.08,294.34,"24,866,800","3,918,089,984"
8-1-2015,294.14,294.14,282.17,283.35,"19,982,500","4,029,489,920"
9-1-2015,282.38,291.11,280.53,290.41,"18,718,600","3,869,530,112"
10-1-2015,287.3,288.13,273.97,274.8,"15,264,300","3,937,989,888"
11-1-2015,274.61,279.64,265.04,265.66,"18,200,800","3,764,960,000"
12-1-2015,266.15,272.2,265.2,267.8,"18,880,300","3,649,969,920"
13-1-2015,267.39,268.28,219.91,225.86,"72,843,904","3,668,039,936"
14-1-2015,223.89,223.89,171.51,178.1,"97,638,704","3,072,019,968"
15-1-2015,176.9,229.07,176.9,209.84,"81,773,504","2,427,830,016"
16-1-2015,209.07,221.59,199.77,208.1,"38,421,000","2,870,180,096"
17-1-2015,207.83,211.73,194.88,199.26,"23,469,700","2,853,929,984"
18-1-2015,200.05,218.7,194.51,210.34,"30,085,100","2,747,729,920"
19-1-2015,211.47,216.73,207.32,214.86,"18,658,300","2,905,410,048"
20-1-2015,212.91,215.24,205.15,211.32,"24,051,100","2,925,910,016"
21-1-2015,211.38,227.79,211.21,226.9,"29,924,600","2,905,520,128"
22-1-2015,227.32,237.02,226.43,233.41,"33,544,600","3,125,519,872"
23-1-2015,233.52,234.85,225.2,232.88,"24,621,700","3,211,490,048"
24-1-2015,232.7,248.21,230.02,247.85,"24,782,500","3,200,969,984"
25-1-2015,247.35,255.07,243.89,253.72,"33,582,700","3,403,300,096"
26-1-2015,254.08,309.38,254.08,273.47,"106,794,000","3,496,649,984"
27-1-2015,273.17,275.48,250.65,263.48,"44,399,000","3,760,209,920"
28-1-2015,263.35,266.54,227.05,233.91,"44,352,200","3,626,050,048"
29-1-2015,233.35,238.71,220.71,233.51,"32,213,400","3,213,920,000"
30-1-2015,232.77,242.85,225.84,226.43,"26,605,200","3,206,939,904"
31-1-2015,226.44,233.5,216.31,217.46,"23,348,200","3,120,489,984"
1-2-2015,216.87,231.57,212.01,226.97,"29,128,500","2,989,459,968"
2-2-2015,226.49,242.18,222.66,238.23,"30,612,100","3,123,010,048"
3-2-2015,237.45,245.96,224.48,227.27,"40,783,700","3,275,109,888"
4-2-2015,227.51,230.06,221.11,226.85,"26,594,300","3,138,700,032"
5-2-2015,227.66,239.4,214.73,217.11,"22,516,400","3,141,730,048"
6-2-2015,216.92,230.51,216.23,222.27,"24,435,300","2,994,350,080"
7-2-2015,222.63,230.3,222.61,227.75,"21,604,200","3,074,139,904"
8-2-2015,227.69,229.44,221.08,223.41,"17,145,200","3,144,920,064"
9-2-2015,223.39,223.98,217.02,220.11,"27,791,300","3,086,220,032"
10-2-2015,220.28,221.81,215.33,219.84,"21,115,100","3,044,179,968"
11-2-2015,219.73,223.41,218.07,219.18,"17,201,900","3,037,370,112"
12-2-2015,219.21,222.2,217.61,221.76,"15,206,200","3,030,990,080"
13-2-2015,221.97,240.26,221.26,235.43,"42,744,400","3,069,829,888"
14-2-2015,235.53,259.81,235.53,257.32,"49,732,500","3,258,210,048"
15-2-2015,257.51,265.61,227.68,234.82,"56,552,400","3,563,290,112"
16-2-2015,234.82,239.52,229.02,233.84,"28,153,700","3,250,240,000"
17-2-2015,233.42,245.77,232.31,243.61,"27,363,100","3,231,749,888"
